Age,Gender,Education Level,Job Title,Years of Experience,Salary,
28,Female,Bachelor's Degree,Product Manager,3,70000,FALSE
31,Male,PhD,Data Scientist,7,110000,FALSE
37,Female,Bachelor's Degree,Financial Analyst,12,160000,FALSE
30,Male,Bachelor's Degree,Marketing Analyst,4,75000,FALSE
33,Female,Master's Degree,Software Engineer,8,120000,FALSE
27,Male,Bachelor's Degree,Graphic Designer,2,50000,FALSE
30,Female,Bachelor's Degree,Product Manager,5,85000,FALSE
36,Male,PhD,Research Scientist,11,155000,FALSE
28,Male,Bachelor's Degree,Software Engineer,3,70000,FALSE
32,Female,Bachelor's Degree,Marketing Manager,8,115000,FALSE
29,Male,Master's Degree,Financial Analyst,5,95000,FALSE
25,Female,Bachelor's Degree,Marketing Analyst,0,40000,FALSE
31,Male,Bachelor's Degree,Project Manager,6,115000,FALSE
35,Female,PhD,Research Director,12,175000,FALSE
28,Male,Bachelor's Degree,Software Engineer,3,70000,FALSE
33,Female,Master's Degree,Marketing Manager,9,135000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,FALSE
25,Female,High School,Customer Service Representative,1,30000,FALSE
36,Male,PhD,Research Scientist,13,185000,FALSE
40,Female,Bachelor's Degree,Financial Manager,15,210000,FALSE
27,Male,Bachelor's Degree,Product Designer,1,45000,FALSE
32,Female,PhD,Data Scientist,9,145000,FALSE
28,Male,Bachelor's Degree,Marketing Analyst,3,70000,FALSE
32,Female,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Male,High School,Delivery Driver,0,28000,FALSE
38,Male,Master's Degree,Marketing Director,14,195000,FALSE
40,Female,Bachelor's Degree,Financial Manager,16,215000,FALSE
27,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
32,Female,PhD,Data Scientist,9,145000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,FALSE
33,Female,Master's Degree,Marketing Manager,9,135000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,13,185000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,FALSE
34,Male,PhD,Research Director,12,170000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
38,Male,Master's Degree,Marketing Director,14,195000,FALSE
40,Female,Bachelor's Degree,Financial Manager,16,215000,FALSE
27,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
32,Female,PhD,Data Scientist,9,145000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,FALSE
33,Female,Master's Degree,Marketing Manager,9,135000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,13,185000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,FALSE
34,Male,PhD,Research Director,12,170000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
38,Male,Master's Degree,Marketing Director,14,195000,FALSE
40,Female,Bachelor's Degree,Financial Manager,16,215000,FALSE
27,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
32,Female,PhD,Data Scientist,9,145000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,FALSE
33,Female,Master's Degree,Marketing Manager,9,135000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,13,185000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,FALSE
34,Male,PhD,Research Director,12,170000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
38,Male,Master's Degree,Marketing Director,14,195000,FALSE
40,Female,Bachelor's Degree,Financial Manager,16,215000,FALSE
27,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
32,Female,PhD,Data Scientist,9,145000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,FALSE
33,Female,Master's Degree,Marketing Manager,9,135000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,13,185000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,FALSE
34,Male,PhD,Research Director,12,170000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
38,Male,Master's Degree,Marketing Director,14,195000,FALSE
40,Female,Bachelor's Degree,Financial Manager,16,215000,FALSE
27,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
32,Female,PhD,Data Scientist,9,145000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,FALSE
33,Female,Master's Degree,Marketing Manager,9,135000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,13,185000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,FALSE
34,Male,PhD,Research Director,12,170000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
38,Male,Master's Degree,Marketing Director,14,195000,FALSE
40,Female,Bachelor's Degree,Financial Manager,16,215000,FALSE
27,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
32,Female,PhD,Data Scientist,9,145000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,FALSE
33,Female,Master's Degree,Marketing Manager,9,135000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,13,185000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,FALSE
34,Male,PhD,Research Director,12,170000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
38,Male,Master's Degree,Marketing Director,14,195000,FALSE
40,Female,Bachelor's Degree,Financial Manager,16,215000,FALSE
27,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
32,Female,PhD,Data Scientist,9,145000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,FALSE
33,Female,Master's Degree,Marketing Manager,9,135000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,13,185000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,FALSE
34,Male,PhD,Research Director,12,170000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
38,Male,Master's Degree,Marketing Director,14,195000,FALSE
40,Female,Bachelor's Degree,Financial Manager,16,215000,FALSE
26,Female,Master's Degree,Software Engineer,2,75000,FALSE
39,Male,PhD,Research Scientist,14,185000,FALSE
32,Female,Bachelor's Degree,Marketing Manager,7,120000,FALSE
28,Male,Bachelor's Degree,Graphic Designer,3,60000,FALSE
35,Female,Master's Degree,Data Scientist,10,145000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,FALSE
33,Female,Master's Degree,Product Manager,8,135000,FALSE
27,Male,Bachelor's Degree,Software Engineer,2,70000,FALSE
36,Female,PhD,Research Director,12,175000,FALSE
24,Male,High School,Delivery Driver,0,28000,FALSE
38,Male,Master's Degree,Marketing Director,14,195000,FALSE
40,Female,Bachelor's Degree,Financial Manager,16,215000,FALSE
27,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
32,Female,PhD,Data Scientist,9,145000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,FALSE
33,Female,Master's Degree,Marketing Manager,9,135000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,13,185000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,FALSE
34,Male,PhD,Research Director,12,170000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
38,Male,Master's Degree,Marketing Director,14,195000,FALSE
40,Female,Bachelor's Degree,Financial Manager,16,215000,FALSE
27,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
32,Female,PhD,Data Scientist,9,145000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,FALSE
33,Female,Master's Degree,Marketing Manager,9,135000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,13,185000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,FALSE
34,Male,PhD,Research Director,12,170000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
38,Male,Master's Degree,Marketing Director,14,195000,FALSE
40,Female,Bachelor's Degree,Financial Manager,16,215000,FALSE
27,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
32,Female,PhD,Data Scientist,9,145000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,FALSE
33,Female,Master's Degree,Marketing Manager,9,135000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,13,185000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,FALSE
34,Male,PhD,Research Director,12,170000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
38,Male,Master's Degree,Marketing Director,14,195000,FALSE
40,Female,Bachelor's Degree,Financial Manager,16,215000,FALSE
27,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
32,Female,PhD,Data Scientist,9,145000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,FALSE
33,Female,Master's Degree,Marketing Manager,9,135000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,13,185000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,FALSE
34,Male,PhD,Research Director,12,170000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
38,Male,Master's Degree,Marketing Director,14,195000,FALSE
40,Female,Bachelor's Degree,Financial Manager,16,215000,FALSE
27,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
32,Female,PhD,Data Scientist,9,145000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,FALSE
33,Female,Master's Degree,Marketing Manager,9,135000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,13,185000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,FALSE
34,Male,PhD,Research Director,12,170000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
38,Male,Master's Degree,Marketing Director,14,195000,FALSE
40,Female,Bachelor's Degree,Financial Manager,16,215000,FALSE
27,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
32,Female,PhD,Data Scientist,9,145000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,FALSE
33,Female,Master's Degree,Marketing Manager,9,135000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,13,185000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,FALSE
34,Male,PhD,Research Director,12,170000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
38,Male,Master's Degree,Marketing Director,14,195000,FALSE
40,Female,Bachelor's Degree,Financial Manager,16,215000,FALSE
27,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
32,Female,PhD,Data Scientist,9,145000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,FALSE
33,Female,Master's Degree,Marketing Manager,9,135000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,13,185000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,FALSE
34,Male,PhD,Research Director,12,170000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
38,Male,Master's Degree,Marketing Director,14,195000,FALSE
40,Female,Bachelor's Degree,Financial Manager,16,215000,FALSE
27,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
32,Female,PhD,Data Scientist,9,145000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,FALSE
33,Female,Master's Degree,Marketing Manager,9,135000,FALSE
27,Male,Bachelor's Degree,Software Engineer,3,80000,FALSE
36,Female,PhD,Research Scientist,13,185000,FALSE
25,Male,Bachelor's Degree,Product Manager,1,60000,FALSE
30,Female,Bachelor's Degree,Marketing Coordinator,5,95000,FALSE
34,Male,PhD,Research Director,12,170000,FALSE
28,Female,Bachelor's Degree,Marketing Analyst,3,65000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,120000,FALSE
24,Female,High School,Receptionist,0,25000,FALSE
38,Male,Master's Degree,Marketing Director,14,195000,FALSE
40,Female,Bachelor's Degree,Financial Manager,16,215000,FALSE
27,Male,Bachelor's Degree,Product Designer,2,55000,FALSE
32,Female,PhD,Data Scientist,9,145000,FALSE
29,Male,Bachelor's Degree,Marketing Analyst,4,75000,FALSE
29,Male,Bachelor's Degree,Sales Associate,2,45000,FALSE
45,Female,Master's Degree,Sales Manager,8,80000,FALSE
37,Male,PhD,Marketing Manager,7,90000,FALSE
23,Female,High School,Sales Executive,1,35000,FALSE
41,Male,Bachelor's Degree,Financial Manager,12,120000,FALSE
26,Female,Bachelor's Degree,Digital Marketing Manager,4,60000,FALSE
33,Male,Master's Degree,Content Marketing Manager,5,70000,FALSE
28,Female,High School,Sales Representative,3,40000,FALSE
50,Male,PhD,Senior Product Marketing Manager,15,150000,FALSE
35,Female,Bachelor's Degree,Junior Sales Representative,2,35000,FALSE
42,Male,Master's Degree,Director of Marketing,13,130000,FALSE
27,Female,Bachelor's Degree,Sales Associate,1,35000,FALSE
48,Male,PhD,Sales Director,18,180000,FALSE
31,Female,High School,Financial Manager,4,60000,FALSE
36,Male,Bachelor's Degree,Sales Manager,6,75000,FALSE
25,Female,Master's Degree,Digital Marketing Manager,3,50000,FALSE
39,Male,PhD,Marketing Manager,10,100000,FALSE
30,Female,High School,Sales Executive,2,40000,FALSE
44,Male,Bachelor's Degree,Content Marketing Manager,11,110000,FALSE
29,Female,Master's Degree,Sales Representative,4,55000,FALSE
47,Male,PhD,Senior Product Marketing Manager,17,170000,FALSE
32,Female,Bachelor's Degree,Junior Sales Representative,3,40000,FALSE
38,Male,Master's Degree,Director of Marketing,9,95000,FALSE
24,Female,High School,Sales Associate,1,35000,FALSE
40,Male,PhD,Sales Director,14,140000,FALSE
34,Female,Bachelor's Degree,Financial Manager,5,70000,FALSE
26,Male,Master's Degree,Digital Marketing Manager,3,50000,FALSE
31,Female,PhD,Marketing Manager,6,75000,FALSE
27,Male,High School,Sales Executive,2,40000,FALSE
43,Female,Bachelor's Degree,Content Marketing Manager,12,120000,FALSE
28,Male,Master's Degree,Sales Representative,2,40000,FALSE
46,Female,PhD,Senior Product Marketing Manager,16,160000,FALSE
33,Male,Bachelor's Degree,Junior Sales Representative,4,55000,FALSE
39,Female,Master's Degree,Director of Marketing,10,100000,FALSE
25,Male,High School,Sales Associate,1,35000,FALSE
41,Female,Bachelor's Degree,Sales Manager,8,80000,FALSE
35,Male,PhD,Marketing Manager,7,90000,FALSE
23,Female,Bachelor's Degree,Sales Executive,1,35000,FALSE
42,Male,Master's Degree,Financial Manager,13,130000,FALSE
26,Female,Bachelor's Degree,Digital Marketing Manager,4,60000,FALSE
32,Male,Master's Degree,Content Marketing Manager,5,70000,FALSE
27,Female,High School,Sales Representative,3,40000,FALSE
50,Male,PhD,Senior Product Marketing Manager,15,150000,FALSE
36,Female,Bachelor's Degree,Junior Sales Representative,2,35000,FALSE
48,Male,Master's Degree,Director of Marketing,18,180000,FALSE
31,Female,High School,Sales Associate,2,40000,FALSE
29,Male,Bachelor's Degree,Sales Director,6,75000,FALSE
45,Female,PhD,Financial Manager,12,120000,FALSE
25,Male,Master's Degree,Digital Marketing Manager,3,50000,FALSE
37,Female,Bachelor's Degree,Marketing Manager,7,90000,FALSE
23,Male,High School,Sales Executive,1,35000,FALSE
41,Female,Bachelor's Degree,Content Marketing Manager,11,110000,FALSE
26,Male,Master's Degree,Sales Representative,3,45000,FALSE
33,Female,PhD,Senior Product Marketing Manager,5,70000,FALSE
28,Male,Bachelor's Degree,Junior Sales Representative,1,30000,FALSE
42,Female,Master's Degree,Director of Marketing,13,130000,FALSE
27,Male,High School,Financial Manager,4,60000,FALSE
50,Female,Bachelor's Degree,Sales Manager,15,150000,FALSE
35,Male,PhD,Marketing Manager,8,80000,FALSE
24,Female,Bachelor's Degree,Sales Executive,1,35000,FALSE
46,Male,Master's Degree,Content Marketing Manager,16,160000,FALSE
29,Female,High School,Sales Representative,2,40000,FALSE
47,Male,PhD,Senior Product Marketing Manager,17,170000,FALSE
31,Female,Bachelor's Degree,Junior Sales Representative,3,40000,FALSE
38,Male,Master's Degree,Director of Marketing,9,95000,FALSE
25,Female,High School,Sales Associate,1,35000,FALSE
39,Male,Bachelor's Degree,Sales Director,10,100000,FALSE
33,Female,PhD,Financial Manager,5,70000,FALSE
27,Male,Master's Degree,Digital Marketing Manager,3,50000,FALSE
43,Female,Bachelor's Degree,Marketing Manager,12,120000,FALSE
28,Male,High School,Sales Executive,2,40000,FALSE
31,Male,Bachelor's Degree,Sales Associate,3,50000,FALSE
46,Female,Master's Degree,Marketing Manager,14,140000,FALSE
